_id,head,normalized_head
31216,tiwáŋwaŋ,tiwangwang
31217,tiwás,tiwas
31218,patiwás,patiwas
31219,tíwsan,tiwsan
31220,tíwtiw,tiwtiw
31221,tiwtiwán,tiwtiwan
31222,tíwtiw,tiwtiw
31223,tiyáq,tiya
31224,tíyaq,tiya
31225,tiyán,tiyan
31226,tíyan,tiyan
31227,tiyánun,tiyanun
31228,tiyúq,tiyu
31229,tíyuq,tiyu
31231,tliŋ,tling
31232,trabáhu,trabahu
31233,trabahadúr,trabahadur
31234,trabahadúra,trabahadura
31235,trabahánti,trabahanti
31236,trabilíŋ,trabiling
31240,trabisíya,trabisiya
31241,trabúŋku,trabungku
31242,tradisiyún,tradisiyun
31243,tráha,traha
31244,tráhi,trahi
31248,trahidiyá,trahidiya
31249,trák,trak
31252,trákiŋ,traking
31253,tráktur,traktur
31254,traktúra,traktura
31255,trakúma,trakuma
31256,trambíya,trambiya
31257,trambútsu,trambutsu
31258,trámpas,trampas
31259,trámpit,trampit
31260,trampitír,trampitir
31261,tráŋka,trangka
31262,traŋkahán,trangkahan
31263,traŋkádu,trangkadu
31264,traŋkásu,trangkasu
31265,transaksiyún,transaksiyun
31266,transístur,transistur
31267,tránskrip,transkrip
31268,transmísyun,transmisyun
31269,tránsmit,transmit
31270,transmítir,transmitir
31271,transpigurasiyún,transpigurasiyun
31272,tránspir,transpir
31273,transpúrmir,transpurmir
31274,transpurtasiyún,transpurtasiyun
31275,transpúrti,transpurti
31276,trantádu,trantadu
31277,trapál,trapal
31278,trápik,trapik
31280,trapikú,trapiku
31281,trápu,trapu
31282,trapú,trapu
31283,panrápu,panrapu
31284,tráski,traski
31285,traspirí,traspiri
31286,traspirír,traspirir
31287,traspúrti,traspurti
31288,tratádu,tratadu
31289,tratár,tratar
31290,tratamyíntu,tratamyintu
31291,trátsi,tratsi
31292,trátu,tratu
31293,tratú,tratu
31294,panrátu,panratu
31295,managtrátu,managtratu
31296,panagtrátu,panagtratu
31297,tráyal,trayal
31298,trayáŋgul,trayanggul
31299,trayaŋgulú,trayanggulu
31300,trayínta,trayinta
31301,trayintáydus,trayintaydus
31302,trayintayqútsu,trayintay-utsu
31303,trayír,trayir
31304,traydǔr,traydur
31305,traysikúl,traysikul
31306,tráyu,trayu
31307,tríbu,tribu
31308,tribukár,tribukar
31309,tribunál,tribunal
31310,tribusún,tribusun
31311,tridayminsiyún,tridayminsiyun
31312,trídqin,trid-in
31313,trígu,trigu
31314,trím,trim
31315,trimístral,trimistral
31316,trimístri,trimistri
31317,trín,trin
31318,trín,trin
31319,tríni,trini
31320,trínir,trinir
31321,tríŋka,tringka
31322,trínsas,trinsas
31323,trinsíras,trinsiras
31324,trip,trip
31328,tripílya,tripilya
31329,tripílyas,tripilyas
31330,triplikádu,triplikadu
31331,tríplit,triplit
31332,tripulánti,tripulanti
31333,trís,tris
31337,trisqadús,tris-adus
31339,trisqidús,tris-idus
31344,trisáy,trisay
31345,trisún,trisun
31346,tagtrís,tagtris
31347,tagtrisún,tagtrisun
31348,trisahiyú,trisahiyu
31349,trísi,trisi
31353,trisíklu,trisiklu
31354,trisikulú,trisikulu
31355,trisipílu,trisipilu
31356,trísir,trisir
31359,trísti,tristi
31360,trisuríra,trisurira
31361,triyaŋgulú,triyanggulu
31362,tríyu,triyu
31363,tríyu,triyu
31364,trubinayís,trubinayis
31365,trubináyus,trubinayus
31366,trúbul,trubul
31369,trúkis,trukis
31370,trúliŋ,truling
31371,trúmbun,trumbun
31372,trúmpa,trumpa
31373,trúmpit,trumpit
31374,trumpíta,trumpita
31375,trumpíti,trumpiti
31376,trúnsal,trunsal
31377,trúnu,trunu
31378,trúpa,trupa
31379,trúpi,trupi
31380,trupí,trupi
31381,trupikú,trupiku
31382,trupíya,trupiya
31383,trupiyú,trupiyu
31384,trúsu,trusu
31385,manunurúsu,manunurusu
31386,panurúsu,panurusu
31387,tsá,tsa
31388,tsaríra,tsarira
31389,tsalíku,tsaliku
31390,tsalít,tsalit
31391,tsámba,tsamba
31392,tsampáka,tsampaka
31394,tsampiyún,tsampiyun
31395,tsampurádu,tsampuradu
31396,tsámpuy,tsampuy
31397,tsáns,tsans
31399,tsánsiŋ,tsansing
31400,tsápa,tsapa
31401,tsapirún,tsapirun
31402,tsáplin,tsaplin
31403,tsápstik,tsapstik
31404,tsápsuy,tsapsuy
31405,tsáptir,tsaptir
31406,tsárdyiŋ,tsardying
31407,tsaríra,tsarira
31408,tsarlístun,tsarlistun
31409,tsármiŋ,tsarming
31410,patsármiŋ,patsarming
31411,tsarmiŋún,tsarmingun
31412,tsart,tsart
31413,tsarúl,tsarul
31414,tsátsa,tsatsa
31415,tsátsuy,tsatsuy
31416,tsáw,tsaw
31417,tsáwu,tsawu
31418,tsaynamút,tsaynamut
31419,tsáynis,tsaynis
31427,tsi,tsi
31428,tsiq,tsi
31429,tsík,tsik
31430,tsík,tsik
31431,tsík,tsik
31432,tsikáq,tsika
31433,tsikaláq,tsikala
31434,tsíkqap,tsik-ap
31435,tsikqawút,tsik-awut
31436,tsíki,tsiki
31437,tsíkin,tsikin
31438,tsíkin,tsikin
31439,tsíkin,tsikin
31440,tsíkqin,tsik-in
31441,tsikiníni,tsikinini
31444,tsíkir,tsikir
31445,tsíkir,tsikir
31446,tsíkird,tsikird
31447,tsikitílya,tsikitilya
31448,tsikú,tsiku
31449,tsíku,tsiku
31450,tsikú,tsiku
31453,tsíkus,tsikus
31454,tsikút,tsikut
31455,tsimaníya,tsimaniya
31456,Tsína,tsina
31457,tsíndyiŋ,tsindying
31460,tsinílas,tsinilas
31461,tsíniŋ,tsining
31463,tsínu,tsinu
31464,tsíp,tsip
31465,tsip,tsip
31466,tsipí,tsipi
31467,tsipún,tsipun
31468,tsíris,tsiris
31469,tsírman,tsirman
31470,tsís,tsis
31471,tsísir,tsisir
31472,tsís,tsis
31474,tsís,tsis
31475,tsísmis,tsismis
31476,tsismúsa,tsismusa
31477,tsismúsu,tsismusu
31478,tsítsaq,tsitsa
31479,tsíqtsaq,tsitsa
31480,tsitsiríka,tsitsirika
31481,tsitsiríyas,tsitsiriyas
31483,tsu,tsu
31485,tsuq,tsu
31486,tsug,tsug
31487,tsuk,tsuk
31488,tsúk,tsuk
31489,katsúk,katsuk
31490,tsúk,tsuk
31491,tsúkir,tsukir
31492,tsúktsuk,tsuktsuk
31493,tsukuláti,tsukulati
31494,tsukulít,tsukulit
31495,katsukuláti,katsukulati
31496,tsulítas,tsulitas
31497,tsúŋgu,tsunggu
31498,tsup,tsup
31499,tsupáq,tsupa
31500,tsupír,tsupir
31501,tsupún,tsupun
31502,tsúra,tsura
31503,tsurísu,tsurisu
31504,tsuwíŋgam,tsuwinggam
31505,tsúwit,tsuwit
31506,tsuy,tsuy
31507,tsúy,tsuy
31508,tu,tu
31509,tu,tu
31510,tú,tu
31511,tú,tu
31512,túqa,tua
31513,tuqáb,tuab
31514,túqab,tuab
31515,tuqágsik,tuagsik
31516,tuqák,tuak
31517,tuqaktúqak,tuaktuak
31518,tuqáli,tuali
31519,tuqálya,tualya
31521,tuqáŋ,tuang
31522,tuqaŋtúqaŋ,tuangtuang
31523,tuqáruk,tuaruk
31524,tuqásik,tuasik
31525,tinuqásik,tinuasik
31526,tuqáw,tuaw
31527,tuqáy,tuay
31528,túba,tuba
31530,tubatubá,tubatuba
31532,tubáq,tuba
31533,panubáq,panuba
31534,katúbaq,katuba
31535,tubaqán,tubaan
31536,hinubáq,hinuba
31537,hinúbaq,hinuba
31538,tubaqún,tubaun
31539,tubáq,tuba
31540,tubág,tubag
31542,qúyun,uyun
31544,panubág,panubag
31545,tubagtubág,tubagtubag
31546,matubagtubagún,matubagtubagun
31547,tubagtúbag,tubagtubag
31548,tinubágay,tinubagay
31549,tinubagán,tinubagan
31550,tulubágun,tulubagun
31551,tubás,tubas
31552,túbqas,tub-as
31553,túbaw,tubaw
31554,túbay,tubay
31555,matubáyun,matubayun
31556,túbig,tubig
31560,tubíg,tubig
31561,panubíg,panubig
31562,hinúbig,hinubig
31563,hinubigán,hinubigan
31564,patubíg,patubig
31565,tubígnun,tubignun
31566,tubigtubíg,tubigtubig
31567,tubigtúbig,tubigtubig
31568,tubigtubigán,tubigtubigan
31569,túbil,tubil
31570,tubitubí,tubitubi
31571,tubiqtubíq,tubitubi
31572,tubiltubíl,tubiltubil
31573,matubitubiqún,matubitubiun
31574,tubitubiqún,tubitubiun
31575,túblag,tublag
31576,túbli,tubli
31577,panúbli,panubli
31578,tinublíhan,tinublihan
31579,túbluk,tubluk
31580,túbtub,tubtub
31581,túbtub,tubtub
31582,tubú,tubu
31587,panubú,panubu
31588,katúbhan,katubhan
31589,túbu,tubu
31591,túbuq,tubu
31593,patúbuq,patubu
31594,pinatúbuq,pinatubu
31595,tinubúqan,tinubuan
31596,tinubuqán,tinubuan
31597,tubuqtúbuq,tubutubu
31598,halinúbqun,halinub-un
31599,túbuq,tubu
31600,tubúd,tubud
31601,patubúd,patubud
31603,tuburán,tuburan
31604,tinúbdan,tinubdan
31605,tubúg,tubug
31606,tubúk,tubuk
31607,túbuk,tubuk
31608,tubúl,tubul
31609,tubúŋ,tubung
31610,tubús,tubus
31611,katubsánan,katubsanan
31612,manunubús,manunubus
31613,túbqus,tub-us
31614,túbuy,tubuy
31615,túda,tuda
31616,patúda,patuda
31617,túdqan,tud-an
31618,túdas,tudas
31619,panúdas,panudas
31620,tudastúdas,tudastudas
31621,tudasán,tudasan
31623,tudasáy,tudasay
31624,túdkan,tudkan
31625,túdliŋ,tudling
31627,túdlis,tudlis
31629,túdluq,tudlu
31635,tudluqtúdluq,tudlutudlu
31636,tinúdluq,tinudlu
31637,katudluqán,katudluan
31638,magtutúdluq,magtutudlu
31639,túdluk,tudluk
31641,túdlus,tudlus
31642,túdtud,tudtud
31643,tudúk,tuduk
31644,tudulukyíri,tudulukyiri
31646,túdus,tudus
31648,túdus,tudus
31649,tudútut,tudutut
31650,túdyuk,tudyuk
31651,tugá,tuga
31652,patugá,patuga
31653,magpatugatugá,magpatugatuga
31654,túga,tuga
31655,túga,tuga
31656,túgqab,tug-ab
31657,tugábaŋ,tugabang
31658,tugábuŋ,tugabung
31659,tugahálaq,tugahala
31660,tugáhuk,tugahuk
31661,túgal,tugal
31662,tugálbuŋ,tugalbung
31663,tugálhab,tugalhab
31664,túgan,tugan
31665,túgqan,tug-an
31666,tugás,tugas
31667,tugastugás,tugastugas
31668,tugasúb,tugasub
31669,tugásub,tugasub
31670,tugáquk,tugauk
31671,tugáw,tugaw
31673,tugbábaw,tugbabaw
31674,patugbábaw,patugbabaw
31675,túgbaŋ,tugbang
31677,katúgbaŋ,katugbang
31678,túgbaw,tugbaw
31679,matugbáwun,matugbawun
31680,túgbuq,tugbu
31681,túgbuŋ,tugbung
31682,túgdaq,tugda
31683,túgdan,tugdan
31684,túgdaŋ,tugdang
31685,túgduk,tugduk
31686,túgdun,tugdun
31687,tugdunanán,tugdunanan
31688,túghaŋ,tughang
31689,túghaw,tughaw
31690,túghuq,tughu
31691,túghuk,tughuk
31692,túghuk,tughuk
31693,túghuŋ,tughung
31694,tinúghuŋ,tinughung
31695,túghuy,tughuy
31696,túgkad,tugkad
31697,tugkarán,tugkaran
31698,tulugkárun,tulugkarun
31699,tugkalán,tugkalan
31700,túgkay,tugkay
31701,tugmadán,tugmadan
31702,túgnaq,tugna
31703,túgnaw,tugnaw
31704,katúgnaw,katugnaw
31705,panúgnaw,panugnaw
31706,tiŋtúgnaw,tingtugnaw
31707,túgnub,tugnub
31708,túgnus,tugnus
31709,tiŋtúgnus,tingtugnus
31710,túgpa,tugpa
31711,tugpahánan,tugpahanan
31712,túgpuq,tugpu
31713,túgpuq,tugpu
31714,túgsad,tugsad
31715,túgsaw,tugsaw
31716,túgsuk,tugsuk
31717,túgsuy,tugsuy
31718,túgtug,tugtug
31719,manunúgtug,manunugtug
31720,tugúb,tugub
31721,túgqud,tug-ud
31723,túgun,tugun
31726,panúgun,panugun
31727,túgut,tugut
31728,tugút,tugut
31729,túgqut,tug-ut
31730,túgway,tugway
31731,tugwayanán,tugwayanan
31732,manunúgway,manunugway
31733,túgyan,tugyan
31734,tinugyanán,tinugyanan
31736,túhab,tuhab
31737,tuháb,tuhab
31738,tinuhában,tinuhaban
31739,tinuhabán,tinuhaban
31740,tuhák,tuhak
31742,tuluhakán,tuluhakan
31743,tuháw,tuhaw
31744,tuháy,tuhay
31745,tuhí,tuhi
31746,tuhíb,tuhib
31747,túhib,tuhib
31748,tinuhíban,tinuhiban
31749,tuhík,tuhik
31750,túhik,tuhik
31751,manuhík,manuhik
31752,tuhíl,tuhil
31753,tuhú,tuhu
31754,tuhúq,tuhu
31755,tuhúd,tuhud
31756,túhud,tuhud
31757,tuhúd,tuhud
31758,tagatuhúd,tagatuhud
31759,túhug,tuhug
31761,tuhúg,tuhug
31762,tuhugtúhug,tuhugtuhug
31763,tuhugán,tuhugan
31764,tuhuktuhúk,tuhuktuhuk
31765,tuhúp,tuhup
31766,matuhúpun,matuhupun
31767,túhus,tuhus
31768,tuhúy,tuhuy
31769,túqig,tuig
31770,tuqigtúqig,tuigtuig
31771,tinuqíg,tinuig
31772,katuqígan,katuigan
31773,panuqíg,panuig
31774,panuqígun,panuigun
31776,panuqigún,panuigun
31777,tuqís,tuis
31779,kapaláran,kapalaran
31780,tuk,tuk
31781,túk,tuk
31782,tukáq,tuka
31783,tukáq,tuka
31785,patukáq,patuka
31786,túkab,tukab
31787,túkqab,tuk-ab
31788,tukabtukáb,tukabtukab
31789,tukád,tukad
31790,tukadúr,tukadur
31791,panukadúr,panukadur
31792,tukág,tukag
31793,túkag,tukag
31794,tukál,tukal
31795,tukaltukál,tukaltukal
31796,tukámud,tukamud
31797,tukáŋ,tukang
31798,tukár,tukar
31799,patukár,patukar
31800,tukarúl,tukarul
31801,tukás,tukas
31802,tukáw,tukaw
31803,tukáw,tukaw
31804,tukáw,tukaw
31805,tukáya,tukaya
31806,tukáyu,tukayu
31807,tukayú,tukayu
31808,túkbil,tukbil
31809,tulukbílun,tulukbilun
31810,tulubilún,tulubilun
31812,túkbuq,tukbu
31813,túkbuy,tukbuy
31814,túkdab,tukdab
31815,túkdug,tukdug
31816,túkgaw,tukgaw
31817,túkhi,tukhi
31818,túkhiq,tukhi
31819,panúkhi,panukhi
31820,tukíq,tuki
31821,matukíqun,matukiun
31822,túkib,tukib
31823,tulukíbun,tulukibun
31824,tukíg,tukig
31825,tukíkaq,tukika
31826,tukikíq,tukiki
31827,tukíqkiq,tukiki
31828,túkis,tukis
31829,túklaŋ,tuklang
31830,panúklaŋ,panuklang
31831,túklas,tuklas
31832,túkliq,tukli
31833,túkliŋ,tukling
31834,túklid,tuklid
31835,túkluq,tuklu
31836,túklud,tuklud
31837,túkluŋ,tuklung
31838,túklus,tuklus
31839,panúklus,panuklus
31840,túkmaq,tukma
31841,hitúkmaq,hitukma
31842,hatúkmaq,hatukma
31843,pahitúkmaq,pahitukma
31844,tinukmaqán,tinukmaan
31845,túkmu,tukmu
31846,túkmud,tukmud
31847,tinúkmud,tinukmud
31848,túknul,tuknul
31849,túkpaw,tukpaw
31850,tukpawtúkpaw,tukpawtukpaw
31851,túksiq,tuksi
31852,túksu,tuksu
31853,túksuq,tuksu
31854,tuktugáquk,tuktugauk
31855,túktuk,tuktuk
31856,patúktuk,patuktuk
31857,túktuk,tuktuk
31858,hinúktuk,hinuktuk
31859,túktuk,tuktuk
31860,túktur,tuktur
31861,tukú,tuku
31862,panukú,panuku
31863,tukúq,tuku
31864,tukúb,tukub
31865,tukbunún,tukbunun
31866,manunúkub,manunukub
31867,túkud,tukud
31868,tukúd,tukud
31869,tagtukúd,tagtukud
31870,katukúran,katukuran
31871,magtutúkud,magtutukud
31872,patukuránan,patukuranan
31873,tukudtúkud,tukudtukud
31874,tinukudtúkud,tinukudtukud
31875,panúkud,panukud
31876,túkud,tukud
31877,tukúd,tukud
31878,túkud,tukud
31879,tukúg,tukug
31880,túkug,tukug
31881,tukúl,tukul
31882,tukúl,tukul
31883,panukúl,panukul
31884,tukún,tukun
31885,tukúŋ,tukung
31886,tukúŋ,tukung
31887,túkquŋ,tuk-ung
31888,túkuy,tukuy
31889,tukúy,tukuy
31890,túkwa,tukwa
31891,túkwaŋ,tukwang
31892,túkwaŋ,tukwang
31893,túkway,tukway
31894,túl,tul
31895,tulá,tula
31896,túla,tula
31897,tinúla,tinula
31898,tuláq,tula
31899,tulábhuq,tulabhu
31900,tulábuŋ,tulabung
31901,túlag,tulag
31902,tulák,tulak
31903,túlak,tulak
31904,tigtulák,tigtulak
31905,tulákhaŋ,tulakhang
31906,tulakíq,tulaki
31907,tulákiq,tulaki
31908,tulakíg,tulakig
31909,tulalá,tulala
31910,tulála,tulala
31911,túlqan,tul-an
31912,tulándus,tulandus
31913,tulápus,tulapus
31915,túlas,tulas
31916,tulawúg,tulawug
31917,tuláy,tulay
31918,túlay,tulay
31919,túlbuk,tulbuk
31920,túlbuŋ,tulbung
31921,túlda,tulda
31922,panúlda,panulda
31923,túliq,tuli
31924,tulíq,tuli
31926,manunúliq,manunuli
31927,tulibág,tulibag
31928,tulibágbag,tulibagbag
31929,túlqid,tul-id
31930,katulqíran,katul-iran
31931,tulílik,tulilik
31932,tulilikáy,tulilikay
31933,tulímbaŋ,tulimbang
31934,túlin,tulin
31935,patúlin,patulin
31936,tulíndaw,tulindaw
31937,tulíŋan,tulingan
31938,tulíŋiq,tulingi
31939,tulíŋig,tulingig
31940,tuliŋíq,tulingi
31941,tulípsay,tulipsay
31942,tulípsay,tulipsay
31943,túlis,tulis
31944,panúlis,panulis
31945,tulisán,tulisan
31946,tulisanís,tulisanis
31947,tulísuk,tulisuk
31948,matulisukún,matulisukun
31949,tulitúl,tulitul
31950,tulítul,tulitul
31951,tulíyuk,tuliyuk
31952,túlmaq,tulma
31953,túlpuk,tulpuk
31954,tulpuktúlpuk,tulpuktulpuk
31955,túltug,tultug
31956,túltul,tultul
31957,hinúltul,hinultul
31958,tulú,tulu
31959,tutulú,tutulu
31960,qikatulú,ikatulu
31961,katulú,katulu
31962,makatulú,makatulu
31963,tinulú,tinulu
31964,katluqán,katluan
31965,tinulutulú,tinulutulu
31966,tagtúlu,tagtulu
31967,tagtulú,tagtulu
31968,tagútlu,tagutlu
31969,túluq,tulu
31970,tulúq,tulu
31971,patúluq,patulu
31973,tinúluq,tinulu
31974,tulúd,tulud
31975,tuludtúlud,tuludtulud
31977,túlug,tulug
31978,tulúg,tulug
31979,katúlug,katulug
31980,pakatúlug,pakatulug
31981,hikatulúg,hikatulug
31982,hakatulúg,hakatulug
31983,pakulukatulúg,pakulukatulug
31984,patulugtúlug,patulugtulug
31985,túgan,tugan
31986,hinúgan,hinugan
31987,katulúgun,katulugun
31988,kinatulúg,kinatulug
31989,kinatúlgan,kinatulgan
31990,katulganán,katulganan
31991,katulugún,katulugun
31992,katúlgun,katulgun
31993,hiŋatulugún,hingatulugun
31994,hiŋatúlgun,hingatulgun
31995,matulúg,matulug
31996,matulúgun,matulugun
31997,tulugtulúg,tulugtulug
31998,tulúk,tuluk
31999,tulún,tulun
32001,túnlan,tunlan
32002,tutúnlan,tutunlan
32003,túluŋ,tulung
32004,tuluŋán,tulungan
32005,tulúŋgun,tulunggun
32006,túlus,tulus
32007,patulús,patulus
32008,túlus,tulus
32009,túlut,tulut
32010,patulút,patulut
32011,túluy,tuluy
32012,tulúy,tuluy
32013,túluy,tuluy
32014,túma,tuma
32015,hinúma,hinuma
32016,tumahún,tumahun
32017,túmaq,tuma
32018,túman,tuman
32019,tulumanún,tulumanun
32020,matinumanún,matinumanun
32022,katumánan,katumanan
32023,katumanán,katumanan
32024,pinatumánan,pinatumanan
32025,túman,tuman
32027,tumár,tumar
32030,libák,libak
32032,tumatúb,tumatub
32033,tumáw,tumaw
32034,túmba,tumba
32036,tumbatúmba,tumbatumba
32037,túmba,tumba
32038,tumbága,tumbaga
32039,tinumbága,tinumbaga
32041,tumbálay,tumbalay
32042,tumbalík,tumbalik
32043,tumbáliŋ,tumbaling
32044,panumbáliŋ,panumbaling
32045,panumbalíŋ,panumbaling
32046,túmbas,tumbas
32047,katúmbas,katumbas
32048,tumbayáq,tumbaya
32049,túmbuk,tumbuk
32050,túmbuk,tumbuk
32051,túmbuy,tumbuy
32052,túmbuy,tumbuy
32053,tumíndug,tumindug
32054,tumitusús,tumitusus
32055,túmpag,tumpag
32056,túmpaŋ,tumpang
32057,tumpáwak,tumpawak
32058,túmpiq,tumpi
32059,túmpil,tumpil
32060,túmu,tumu
32061,túmud,tumud
32062,tumurán,tumuran
32063,túmug,tumug
32064,túmuk,tumuk
32065,tumúŋ,tumung
32066,túmuŋ,tumung
32067,tumúr,tumur
32068,tumús,tumus
32069,panumús,panumus
32070,patúmsan,patumsan
32071,katúmsan,katumsan
32072,pinatúmsan,pinatumsan
32073,túmus,tumus
32074,tumutúb,tumutub
32075,tumuqtúmuq,tumutumu
32076,tumuqtumúqan,tumutumuan
32077,tumúy,tumuy
32079,tuná,tuna
32080,tuná,tuna
32081,túnaq,tuna
32082,patúnaq,patuna
32083,tunaqán,tunaan
32084,túnaq,tuna
32085,tunáda,tunada
32086,túnqas,tun-as
32087,túnaw,tunaw
32089,tunáw,tunaw
32090,tunawán,tunawan
32091,paŋtúnaw,pangtunaw
32092,túnay,tunay
32093,tunáyit,tunayit
32094,tundaqán,tundaan
32095,túndag,tundag
32096,túndan,tundan
32097,túnduq,tundu
32098,tinúnduq,tinundu
32099,túnduk,tunduk
32100,tundúkan,tundukan
32101,túŋ,tung
32102,túŋir,tungir
32103,tuŋá,tunga
32104,tuŋáq,tunga
32107,tuŋaqtúŋaq,tungatunga
32108,hinuŋaqtuŋáq,hinungatunga
32109,panuŋaqtúŋaq,panungatunga
32110,hinuŋáq,hinunga
32111,tinuŋáq,tinunga
32112,kinatúŋqan,kinatung-an
32114,katuŋáq,katunga
32115,tulúŋqan,tulung-an
32116,tulúŋqun,tulung-un
32117,túŋab,tungab
32118,túŋan,tungan
32119,túŋas,tungas
32120,tuŋasún,tungasun
32121,tuŋáw,tungaw
32122,tuŋáy,tungay
32123,tuŋbálay,tungbalay
32124,panuŋbálay,panungbalay
32125,manuŋbálay,manungbalay
32126,túŋdan,tungdan
32127,túŋgaq,tungga
32128,túŋgal,tunggal
32129,túŋgul,tunggul
32130,túŋguy,tungguy
32131,tuŋguytúŋguy,tungguytungguy
32132,túŋhaq,tungha
32134,patúŋhaq,patungha
32135,tuluŋhaqán,tulunghaan
32136,túŋhak,tunghak
32137,tuŋhaktúŋhak,tunghaktunghak
32138,tuŋína,tungina
32139,tuŋinahán,tunginahan
32140,tuŋína,tungina
32141,túŋkaq,tungka
32142,tuŋkaqán,tungkaan
32143,tinuŋkaqán,tinungkaan
32144,tuŋkáhal,tungkahal
32145,tuŋkalúq,tungkalu
32146,túŋkiq,tungki
32147,túŋkuq,tungku
32148,túŋkuq,tungku
32150,túŋkuq,tungku
32151,túŋkud,tungkud
32152,túŋlu,tunglu
32153,panúŋlu,panunglu
32154,matuŋlúhun,matungluhun
32155,túŋtuŋ,tungtung
32156,túŋu,tungu
32157,tuŋúd,tungud
32159,túŋud,tungud
32160,tuŋudtúŋud,tungudtungud
32161,patuŋúd,patungud
32162,pahinuŋúd,pahinungud
32163,katuŋúd,katungud
32164,katúŋud,katungud
32165,katuŋdánan,katungdanan
32166,paŋatuŋdánan,pangatungdanan
32167,tagtuŋúd,tagtungud
32168,tagtúŋud,tagtungud
32169,hinúŋdan,hinungdan
32171,pakahinúŋdan,pakahinungdan
32172,hinuŋdánun,hinungdanun
32173,mahinuŋdánun,mahinungdanun
32174,mahituŋúd,mahitungud
32175,mahatuŋúd,mahatungud
32176,nahinúŋhud,nahinunghud
32177,tuŋdunún,tungdunun
32178,tuŋúg,tungug
32179,tulúŋgan,tulunggan
32180,tuŋganán,tungganan
32181,katúŋgan,katunggan
32182,tuŋúk,tunguk
32183,túŋul,tungul
32185,tuŋúp,tungup
32186,tuŋuptúŋup,tunguptungup
32187,túŋquy,tung-uy
32188,túnhay,tunhay
32189,patúnhay,patunhay
32190,katunháyan,katunhayan
32191,katunhayán,katunhayan
32193,matunháyun,matunhayun
32194,túnhay,tunhay
32196,túnik,tunik
32197,panúnik,panunik
32198,tunikú,tuniku
32200,tuníl,tunil
32201,tuníl,tunil
32202,tuníl,tunil
32203,túnil,tunil
32204,tuniláda,tunilada
32205,túnluq,tunlu
32206,tunluqán,tunluan
32207,tunluqanán,tunluanan
32208,túnlub,tunlub
32209,túnlud,tunlud
32210,túnsil,tunsil
32211,túntu,tuntu
32212,tinúntu,tinuntu
32213,túntun,tuntun
32214,panúntun,panuntun
32215,túnu,tunu
32217,panúnu,panunu
32218,túnu,tunu
32219,tunúq,tunu
32220,túnuq,tunu
32221,tinunuqán,tinunuan
32222,tunuqún,tunuun
32223,tunúb,tunub
32224,túnub,tunub
32226,tumbanán,tumbanan
32227,túnud,tunud
32228,tunúg,tunug
32229,tulúŋgun,tulunggun
32230,túnqug,tun-ug
32231,patúnqug,patun-ug
32232,panúnqug,panun-ug
32233,tunúk,tunuk
32235,hinunúk,hinunuk
32236,tunukún,tunukun
32237,túŋkun,tungkun
32239,túnul,tunul
32240,tunúŋ,tunung
32241,túnuy,tunuy
32243,tupáq,tupa
32244,tupád,tupad
32245,túpas,tupas
32246,tupáy,tupay
32247,tupí,tupi
32248,patupí,patupi
32249,túpi,tupi
32250,tupikú,tupiku
32251,tupít,tupit
32252,túplak,tuplak
32253,túplas,tuplas
32254,túpluk,tupluk
32255,túpluk,tupluk
32256,túptup,tuptup
32257,pinatúptup,pinatuptup
32258,túpuq,tupu
32259,tupuqtúpuq,tuputupu
32260,túpuk,tupuk
32261,tupúk,tupuk
32262,túpuŋ,tupung
32264,tupús,tupus
32265,tinúpsan,tinupsan
32266,talinúpsan,talinupsan
32267,tupús,tupus
32268,túpwak,tupwak
32269,turágas,turagas
32270,paturágas,paturagas
32271,pinaturágas,pinaturagas
32272,turál,tural
32273,turátuy,turatuy
32274,túray,turay
32275,túrban,turban
32276,túrdbis,turdbis
32277,túri,turi
32278,túrik,turik
32279,turíkiq,turiki
32280,turíl,turil
32281,túrins,turins
32283,turíru,turiru
32284,turísta,turista
32285,turíti,turiti
32286,turiyál,turiyal
32287,turíyu,turiyu
32288,turíyu,turiyu
32289,túrka,turka
32290,túrku,turku
32291,turnílyu,turnilyu
32293,turnilyadúr,turnilyadur
32294,turnílyu,turnilyu
32295,turníru,turniru
32296,turniyú,turniyu
32297,turníyu,turniyu
32298,túrnu,turnu
32299,turnuhán,turnuhan
32300,turníru,turniru
32301,túrnu,turnu
32302,turnutúrnu,turnuturnu
32303,turnuháy,turnuhay
32304,túrnus,turnus
32305,turpáda,turpada
32306,túrpi,turpi
32308,turpídu,turpidu
32309,túrsi,tursi
32310,túrta,turta
32311,turtílya,turtilya
32312,turtílyas,turtilyas
32313,túrtur,turtur
32314,túru,turu
32316,patúru,paturu
32317,turutúru,turuturu
32318,paturutúru,paturuturu
32319,turúk,turuk
32321,túgkan,tugkan
32322,turukturúk,turukturuk
32323,turún,turun
32327,turúnis,turunis
32328,turúŋ,turung
32329,turuŋturúŋ,turungturung
32330,turúrut,tururut
32331,turús,turus
32332,turút,turut
32333,turútut,turutut
32334,turútuy,turutuy
32335,tús,tus
32336,túsir,tusir
32337,tús,tus
32338,tusák,tusak
32339,túsak,tusak
32340,tusaktusák,tusaktusak
32341,túsqap,tus-ap
32342,túsqap,tus-ap
32343,túsdik,tusdik
32344,túsik,tusik
32345,túsik,tusik
32346,túskig,tuskig
32348,patúskig,patuskig
32349,túslak,tuslak
